report_date,event_datetime_z,event_date,event_time_z,city,state,airport_code,facility,aircraft_primary,aircraft_primary_model,n_numbers,phase,event_type,pob,injuries,damage,form_8020_9,group_id,group_size,context_parens,sources_json,media_json,aircraft_image_url,aircraft_image_type,raw_narrative,callsign_primary,aircraft_type_designator,sources_found,media_found,sources_checked_on,media_checked_on,ntsb_case_id,ntsb_pdf_url,aircraft_image_actual_url,aircraft_image_generic_url,aircraft_image_verified,missing_sources,missing_media,score
9/23/2025,2025-09-22T19:45:00Z,9/22/2025,1945Z,PORTLAND,OR,HIO,HIO,N59463,A75N1(PT17)STEERMAN,N59463,Landing,Runway excursion,2,,Unknown,Yes,73,1,HIO,[],[],https://www.google.com/search?tbm=isch&q=N59463+aircraft,actual_search,"PORTLAND, OR, (HIO), N59463; A75N1(PT17)STEERMAN. N59463 caught a tailwind, causing it to bounce on landing on RWY 31L and veer hard right across multiple TWYs and RWY20. The aircraft was removed from TWY Delta and stowed in the hangar. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Unknown. 9/22/2025 1945Z.",,A75N1,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N59463+aircraft,https://www.google.com/search?tbm=isch&q=A75N1(PT17)STEERMAN+aircraft,No,True,True,3
9/23/2025,2025-09-22T20:40:00Z,9/22/2025,2040Z,CHICO,CA,,CIC,N6991F,C172,N6991F,Landing,Tire failure,1,,Unknown,Yes,72,1,CIC,[],[],https://www.google.com/search?tbm=isch&q=N6991F+aircraft,actual_search,"CHICO, CA, (CIC), N6991F, C172. N6991F experienced a blown tire while landing on RWY31R. The airport operations was able to tow the aircraft to parking without any issues. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Unknown. 9/22/2025 2040Z.",,C172,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N6991F+aircraft,https://www.google.com/search?tbm=isch&q=C172+aircraft,No,True,True,2
9/24/2025,2025-08-18T20:45:00Z,8/18/2025,2045Z,ALBANY,OR,S12,FSOC FSS,N20490,C172,N20490,Landing,Hard landing,1,,Substantial,Yes,80,1,S12; FSOC FSS,"[{""title"": ""Aviation Safety Network entry for N20490 (Cessna 172M hard landing at Albany)"", ""url"": ""https://aviation-safety.net/wikibase/546660"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-18""}]","[{""title"": ""NTSB Final Report (WPR25LA296) PDF"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/201731/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-10-30""}]",https://www.google.com/search?tbm=isch&q=N20490+aircraft,actual_search,"ALBANY, OR, (S12), (FSOC FSS), (S12), N20490, C172. N20490 (CVO-S12) experienced a hard landing and bounced causing damage to the propeller, firewall and fuselage. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Unknown. Late Report: 8/18/2025 2045Z.",,C172,1,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N20490+aircraft,https://www.google.com/search?tbm=isch&q=C172+aircraft,No,True,True,4
9/24/2025,2025-09-19T05:35:00Z,9/19/2025,0535Z,KUSKOKWIM,AK,,ENA FSS,N4743T,M4,N4743T,,Accident/Crash,3,,Substantial,Yes,75,1,ENA FSS,"[{""title"": ""Aviation Safety Network entry for N4743T (Maule M-4-210C Rocket near Kuskokwim)"", ""url"": ""https://aviation-safety.net/wikibase/546639"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-19""}]",[],https://www.google.com/search?tbm=isch&q=N4743T+aircraft,actual_search,"KUSKOKWIM, AK, (ENA FSS), N4743T, M4. N4743T crashed near the south fork of the Kuskokwim River at 61.71947N/ -153.36714W. FAA Form 8020-9 was received. POB: 3, Injuries: None, Damage: Substantial. Late Report: 9/19/2025 0535Z.",,M4,1,0,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N4743T+aircraft,https://www.google.com/search?tbm=isch&q=M4+aircraft,No,True,True,5
9/24/2025,2025-09-22T00:30:00Z,9/22/2025,0030Z,FAIRBANKS,AK,FAI,FAI FSS,N976E,C208,N976E,Takeoff,Ground collision,4,,Unknown,Yes,78,1,FAI FSS; FAI,[],[],https://www.google.com/search?tbm=isch&q=N976E+aircraft,actual_search,"FAIRBANKS, AK, (FAI FSS), (FAI), N976E, C208. N976E was taking off from an unidentified mining strip when the left wing made contact with a front-end loader parked off to the side of the runway. FAA Form 8020-9 was received. POB: 4, Injuries: None, Damage: Unknown. 9/22/2025 0030Z.",,C208,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N976E+aircraft,https://www.google.com/search?tbm=isch&q=C208+aircraft,No,True,True,2
9/24/2025,2025-09-23T16:00:00Z,9/23/2025,1600Z,LAKE HAVASU CITY,AZ,HII,FSOC FSS,N462HP,PA46,N462HP,Landing,Gear collapse/malfunction,1,,Substantial,Yes,77,1,FSOC FSS; HII,[],[],https://www.google.com/search?tbm=isch&q=N462HP+aircraft,actual_search,"LAKE HAVASU CITY, AZ, (FSOC FSS), (HII), N462HP, PA46. N462HP failed to lock gear down while landing on RWY32, causing the gear to collapse. FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Unknown. 9/23/2025 1600Z.",,PA46,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N462HP+aircraft,https://www.google.com/search?tbm=isch&q=PA46+aircraft,No,True,True,3
9/24/2025,2025-09-23T21:05:00Z,9/23/2025,2105Z,FALLBROOK,CA,L18,WSC ROC,N766EE,C182,N766EE,Landing,Engine failure / forced landing,1,,Substantial,No,76,1,WSC ROC,[],[],https://www.google.com/search?tbm=isch&q=N766EE+aircraft,actual_search,"FALLBROOK, CA, (WSC ROC), N766EE, C182. N766EE’s engine failed while landing on RWY18 at L18 into the Los Jilgueros Preserve. The aircraft ended up in an embankment. No FAA Form 8020-9 was received. POB: 1, Injuries: None, Damage: Substantial. 9/23/2025 2105Z.",,C182,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N766EE+aircraft,https://www.google.com/search?tbm=isch&q=C182+aircraft,No,True,True,3
9/24/2025,2025-09-24T06:03:00Z,9/24/2025,0603Z,EASTON,WA,,ZSE,N955AL,EC135,N955AL,Landing,Accident/Crash,4,,Substantial,Yes,79,1,ZSE,"[{""title"": ""Aviation Safety Network entry for N955AL (Eurocopter EC 135T2+ near Easton/Whittier, WA)"", ""url"": ""https://aviation-safety.net/wikibase/546814"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-24""}, {""title"": ""KOMO News: Helicopter tips over during rescue mission near Kachess Lake"", ""url"": ""https://komonews.com/news/local/helicopter-tips-over-during-rescue-mission-at-little-kachess-lake-camper-injured-camper-washington-state"", ""publisher"": ""KOMO News"", ""date"": ""2025-09-24""}, {""title"": ""Aviation 24/7 Facebook post for N955AL Easton helicopter crash"", ""url"": ""https://www.facebook.com/aviation247/posts/n955al-eurocopter-ec-135-helicopter-crash-near-easton-washington-23-sep-2025-/1247297200771684/"", ""publisher"": ""Aviation 24/7"", ""date"": ""2025-09-24""}]","[{""title"": ""Aviation 24/7 photo post for the N955AL Easton helicopter accident"", ""url"": ""https://www.facebook.com/photo.php?fbid=1268239105344160&id=100064742480327&set=a.460626386105440"", ""publisher"": ""Facebook"", ""date"": ""2025-09-24""}]",https://www.google.com/search?tbm=isch&q=N955AL+aircraft,actual_search,"EASTON, WA, (ZSE), N955AL, EC135. N955AL was conducting a search and rescue mission. The aircraft was landing for pickup when it crashed in a parking lot at I-90 Mile Marker 62, approximately 11 miles west of Easton, WA. FAA Form 8020-9 was received. POB: 4, Injuries: None, Damage: Unknown. 9/24/2025 0603Z.",,EC35,3,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N955AL+aircraft,https://www.google.com/search?tbm=isch&q=EC135+aircraft,No,False,False,5
9/25/2025,2025-09-20T17:15:00Z,9/20/2025,1715Z,ILIAMNA,AK,ILI,ENA FSS,N458LJ,DHC-2 MK 1,N458LJ,Takeoff,Collision with terrain/object,6,,Minor,Yes,85,1,ENA FSS; ILI,[],[],https://www.google.com/search?tbm=isch&q=N458LJ+aircraft,actual_search,"N458LJ struck the shore on takeoff 3 miles east of ILI, causing damage to the left front strut and the adjacent area of the fuselage.",,DHC2,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N458LJ+aircraft,,No,True,True,1
9/25/2025,2025-09-20T20:00:00Z,9/20/2025,2000Z,ALASKA RANGE,AK,,ENA FSS,N217WM,EXPERIMENTAL,N217WM,Ground operations,Ground strike / taxi incident,1,,Substantial,Yes,81,1,ENA FSS,[],[],,none,"N217WM was conducting a high-power taxi when it struck a pothole, resulting in a bent strut.",,EXPERIMENTAL,0,0,4/6/2026,4/6/2026,,,,,No,True,True,2
9/25/2025,2025-09-22T04:43:00Z,9/22/2025,0443Z,SEATTLE,WA,SEA,SEA,N619AS,B737,N619AS,Arrival / approach,Bird strike,,,Minor,Yes,83,1,SEA; S46; ASA1139,[],[],https://www.google.com/search?tbm=isch&q=N619AS+aircraft,actual_search,"ASA1139 (SBA-SEA) IFR struck a bird at 7,500 feet on arrival causing damage to the nose cone. The aircraft landed without incident and taxied to the gate.",ASA1139,B737,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N619AS+aircraft,,No,True,True,1
9/25/2025,2025-09-24T01:30:00Z,9/24/2025,0130Z,HELENA,MT,HLN,HLN,BLADE 10,MH139/A,NONE,Departure / initial climb,Engine failure / return,1,,Unknown,Yes,86,1,HLN,[],[],https://www.google.com/search?tbm=isch&q=H139+aircraft,generic_search,BLADE 10 departed VFR from the HLN airport to the north. The pilot declared an emergency after departure due to an engine failure. BLADE 10 returned to the HLN Airport and safely landed on RWY27.,BLADE 10,H139,0,0,4/6/2026,4/6/2026,,,,https://www.google.com/search?tbm=isch&q=H139+aircraft,No,True,True,2
9/25/2025,2025-09-24T17:50:00Z,9/24/2025,1750Z,MADRAS,OR,S33,FSOC FSS,N167FX,EVOLUTION,N167FX,Landing,Hard landing,2,,Minor,Yes,82,1,FSOC FSS; S33,[],[],https://www.google.com/search?tbm=isch&q=N167FX+aircraft,actual_search,"N167FX experienced a hard landing on RWY16, causing damage to the nose gear and prop.",,EVOL,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N167FX+aircraft,,No,True,True,2
9/25/2025,2025-09-24T18:16:00Z,9/24/2025,1816Z,LAS VEGAS,NV,LAS,LAS,VOI1760,AIRBUS A320NEO (TWIN-JET),NONE,,Cracked windshield,2,,Unknown,Yes,84,1,LAS,[],[],https://www.google.com/search?tbm=isch&q=A20N+aircraft,generic_search,VOI1760 (IFR) reported to L30 a cracked windshield. L30 reported the incident to LAS.,VOI1760,A20N,0,0,4/6/2026,4/6/2026,,,,https://www.google.com/search?tbm=isch&q=A20N+aircraft,No,True,True,1
9/26/2025,2025-09-22T20:00:00Z,9/22/2025,2000Z,PALM SPRINGS,CA,TRM,WSC ROC,N531RG,MD HELO 369FF,N531RG,Landing,Mechanical/control issue,1,,Unknown,Yes,88,1,WSC ROC; TRM,[],[],https://www.google.com/search?tbm=isch&q=N531RG+aircraft,actual_search,"N531RG (WHP-FNL), during landing for a fuel stop in TRM, when the pilot reported an issue with binding of controls, reported an unsecured bolt. The aircraft was released to be trailered to WHP for maintenance.",,H369,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N531RG+aircraft,,No,True,True,1
9/26/2025,2025-09-25T21:55:00Z,9/25/2025,2155Z,NORTH LAS VEGAS,NV,VGT,VGT,N763DT,E-300,N763DT,Landing,Runway excursion,3,,Minor,Yes,87,1,VGT; ACE3,"[{""title"": ""Aviation Safety Network entry for N763DT (Extra EA-300/L at North Las Vegas, NV)"", ""url"": ""https://aviation-safety.net/wikibase/546989"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-25""}]",[],https://www.google.com/search?tbm=isch&q=N763DT+aircraft,actual_search,"ACE3 (VFR) landed on RWY12L, but during the rollout, the pilot experienced a loss of the right brake and rudder, causing the aircraft to veer off the runway. The right landing gear broke off.",ACE3,E300,1,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N763DT+aircraft,,No,False,True,2
9/26/2025,2025-09-25T22:55:00Z,9/25/2025,2255Z,LIVERMORE,CA,,WSC ROC,N707AT,C172,N707AT,Arrival / approach,Engine failure / forced landing,2,,,No,89,1,WSC ROC; Nearest Airport,[],[],https://www.google.com/search?tbm=isch&q=N707AT+aircraft,actual_search,"N707AT (VFR) requested an inbound full stop from the northeast (NE). The pilot 4 NM NE of the airfield reported a rough-running engine, and at 2 NM the pilot declared an emergency for engine outage, proceeding directly to the runway environment. At approximately 1.5 NM NE of the runway, the pilot declared they were not going to make it to the runway and turned northbound to land in a field. The pilot reported landing safely with no damage/injuries to report.",,C172,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N707AT+aircraft,,No,True,True,3
9/29/2025,2025-08-31T13:00:00Z,8/31/2025,1300Z,KANAB,UT,KNB,FSOC FSS,N71331,C182,N71331,Landing,Prop strike,1,,Unknown,Yes,103,1,FSOC FSS; KNB,[],[],https://www.google.com/search?tbm=isch&q=N71331+aircraft,actual_search,N71331 experienced a prop strike while landing.,,C182,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N71331+aircraft,,No,True,True,1
9/29/2025,2025-09-08T03:33:00Z,9/8/2025,0333Z,SAN JOSE,CA,RHV,RHV,N371CE,EPIC E1000,N371CE,Taxi,Ground strike,1,,Minor,Yes,100,1,RHV,[],[],https://www.google.com/search?tbm=isch&q=N371CE+aircraft,actual_search,"N371CE (CCR-RHV) VFR landed and turned right at the end of RWY31R and hit a taxiway edge light, causing prop and engine damage.",,E100,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N371CE+aircraft,,No,True,True,1
9/29/2025,2025-09-26T13:50:00Z,9/26/2025,1350Z,FAIRFIELD,MT,5U5,FSOC,N39TR,ERCOUPE 415-D,N39TR,En route,Drone strike / collision,2,,Minor,Yes,98,1,FSOC; 5U5,[],[],https://www.google.com/search?tbm=isch&q=N39TR+aircraft,actual_search,"N39TR, which was inbound to land, reported striking a drone. The aircraft landed without incident. During the post-inspection, damage was reported to the propeller, the right cowling, and the left wing.",,415D,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N39TR+aircraft,,No,True,True,1
9/29/2025,2025-09-26T16:40:00Z,9/26/2025,1640Z,BILLINGS,MT,BIL,BIL,N272C,SF260B,N272C,Takeoff,Wind shear / runway excursion,2,,Substantial,Yes,97,1,BIL,"[{""title"": ""Aviation Safety Network entry for N272C (SIAI-Marchetti SF.260B at Billings, MT)"", ""url"": ""https://aviation-safety.net/wikibase/548431"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-26""}]",[],https://www.google.com/search?tbm=isch&q=N272C+aircraft,actual_search,"N272C, during takeoff, the pilot reported wind shear pushed the aircraft down and off of RWY28R.",,F260,1,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N272C+aircraft,,No,False,True,3
9/29/2025,2025-09-26T20:10:00Z,9/26/2025,2010Z,BATTLEGROUND,WA,W52,FSOC FSS,N8219U,C172S,N8219U,Arrival / approach,Accident/Crash,,1- Fatal,Unknown,Yes,90,1,FSOC FSS; W52,"[{""title"": ""Aviation Safety Network entry for N8219U (Cessna 172F near Battle Ground, WA)"", ""url"": ""https://aviation-safety.net/wikibase/547122"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-26""}, {""title"": ""FOX 13 Seattle: No survivors after small plane crashes near Battle Ground"", ""url"": ""https://www.fox13seattle.com/news/battle-ground-plane-crash-investigation"", ""publisher"": ""FOX 13 Seattle"", ""date"": ""2025-09-26""}]","[{""title"": ""KATU Facebook post on the Battle Ground crash"", ""url"": ""https://www.facebook.com/katunews/posts/there-were-no-survivors-after-a-small-plane-crashed-near-goheen-airport-in-battl/1233022168869567/"", ""publisher"": ""Facebook"", ""date"": ""2025-09-26""}]",https://www.google.com/search?tbm=isch&q=N8219U+aircraft,actual_search,N8219U was inbound to W52 when the pilot lost control and crashed into trees west of the runway. There was a post-crash fire.,,C172,2,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N8219U+aircraft,,No,False,False,4
9/29/2025,2025-09-26T22:15:00Z,9/26/2025,2215Z,COEUR D'ALENE,ID,COE,FSOC FSS,N7373A,C172,N7373A,Ground operations,Wind / overturn on ground,1,,Substantial,Yes,96,1,FSOC FSS; COE,[],[],https://www.google.com/search?tbm=isch&q=N7373A+aircraft,actual_search,"N7373A was sitting and holding short for RWY24 departure when the wind caught the aircraft and inverted the aircraft, causing substantial damage.",,C172,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N7373A+aircraft,,No,True,True,2
9/29/2025,2025-09-27T16:17:00Z,9/27/2025,1617Z,LAKE HAVASU CITY,AZ,HII,ZLA,N8171S,C150,N8171S,En route / emergency landing,Engine failure / forced landing,2,,Substantial,Yes,93,1,ZLA; HII,"[{""title"": ""Aviation Safety Network entry for N8171S (Cessna 150F near Lake Havasu City, AZ)"", ""url"": ""https://aviation-safety.net/wikibase/547493"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-27""}, {""title"": ""Arizona Pilots Association September 2025 accident summary covering N8171S"", ""url"": ""https://azpilots.org/safety/51169-september-2025-aviation-accident-incident-summary"", ""publisher"": ""Arizona Pilots Association"", ""date"": ""2025-10-20""}]","[{""title"": ""YouTube video on the N8171S Lake Havasu forced landing"", ""url"": ""https://www.youtube.com/watch?v=8CHJTVSB6UQ"", ""publisher"": ""YouTube"", ""date"": ""2025-09-27""}]",https://www.google.com/search?tbm=isch&q=N8171S+aircraft,actual_search,"N8171S lost their engine power and made an emergency off-airport landing approximately 6 miles southeast of Lake Havasu City Airport (HII), 34.4431N/114.25170. The aircraft struck a berm upon landing and came to rest upside down.",,C150,2,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N8171S+aircraft,,No,False,False,4
9/29/2025,2025-09-27T16:50:00Z,9/27/2025,1650Z,"CHINOOK, ILWACO",WA,W71,FSOC FSS,N186X,C185A,N186X,En route / approach,Engine failure / forced landing,1,,Unknown,Yes,101,1,FSOC FSS; W71,[],[],https://www.google.com/search?tbm=isch&q=N186X+aircraft,actual_search,"N186X experienced a rough-running engine, and then the engine quit. The aircraft landed in a field approximately 2 miles east of 7W1 airport, WA.",,C185,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N186X+aircraft,,No,True,True,2
9/29/2025,2025-09-27T20:55:00Z,9/27/2025,2055Z,NEWMAN LAKE,WA,,FSOC FSS,N81721,AVID FLYER,N81721,,Accident/Crash,1,,Minor,Yes,99,1,FSOC FSS,"[{""title"": ""KHQ: Plane crashes near Newman Lake after losing power in the air"", ""url"": ""https://www.khq.com/news/plane-crashes-near-newman-lake-after-losing-power-in-the-air/article_8ef1a389-e7f8-4cfb-b46a-012cea4692a3.html"", ""publisher"": ""KHQ"", ""date"": ""2025-09-27""}, {""title"": ""ASN Avid Flyer listing for N81721 near Newman Lake"", ""url"": ""https://aviation-safety.net/wikibase/type/AVID/2"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-27""}]","[{""title"": ""Aviation 24/7 Facebook photo/post for N81721"", ""url"": ""https://www.facebook.com/photo.php?fbid=1250072300494174&id=100064742480327&set=a.460626396105439"", ""publisher"": ""Aviation 24/7"", ""date"": ""2025-09-27""}]",https://www.google.com/search?tbm=isch&q=N81721+aircraft,actual_search,"N81721 crashed and came to rest nose down in a field near 10225 N Mccoy RD, Newman Lake, WA.",,AVID,2,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N81721+aircraft,,No,True,True,3
9/29/2025,2025-09-27T22:00:00Z,9/27/2025,2200Z,TORRINGTON,WY,TOR,FSOC FSS,N16MR,VANS RV-3A,N16MR,Takeoff / initial climb,Engine failure / forced landing,1,1- Serious,Substantial,Yes,91,1,FSOC FSS; TOR,"[{""title"": ""Aviation Safety Network entry for N16MR (Van's RV-3A near Torrington, WY)"", ""url"": ""https://aviation-safety.net/wikibase/547388"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-27""}, {""title"": ""Cowboy State Daily: Pilot hurt in Torrington crash after emergency landing"", ""url"": ""https://cowboystatedaily.com/2025/09/29/pilot-injured-in-torrington-crash-after-emergency-landing/"", ""publisher"": ""Cowboy State Daily"", ""date"": ""2025-09-29""}]","[{""title"": ""YouTube video on the Torrington emergency landing crash"", ""url"": ""https://www.youtube.com/watch?v=-eHhcCZ2ZSE"", ""publisher"": ""YouTube"", ""date"": ""2025-09-29""}]",https://www.google.com/search?tbm=isch&q=N16MR+aircraft,actual_search,"N16MR, shortly after takeoff, lost engine power, landed in a field, and struck a berm, flipping the aircraft over.",,RV3,2,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N16MR+aircraft,,No,False,False,3
9/29/2025,2025-09-27T22:20:00Z,9/27/2025,2220Z,DEL NORTE,CO,RCV,ZDV,N3635A,PA80,N3635A,Landing,Runway excursion,2,,Substantial,Yes,92,1,ZDV; RCV,[],[],https://www.google.com/search?tbm=isch&q=N3635A+aircraft,actual_search,N3635A reported a flat tire to WROC while landing RWY06 at RCV that resulted in the aircraft leaving the runway. N3635A was tugged to the ramp.,,PA80,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N3635A+aircraft,,No,True,True,3
9/29/2025,2025-09-27T23:00:00Z,9/27/2025,2300Z,LOS BANOS,CA,LSN,FTW FSS,N9410A,C140,N9410A,Landing,Loss of control / overturn,2,,Substantial,Yes,95,1,FTW FSS; LSN,[],[],https://www.google.com/search?tbm=isch&q=N9410A+aircraft,actual_search,N9410A lost control while landing on RWY14 and flipped over.,,C140,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N9410A+aircraft,,No,True,True,2
9/29/2025,2025-09-28T01:26:00Z,9/28/2025,0126Z,ALPINE,WY,46U,FTW FSS,N101NX,TBM7,N101NX,,Accident/Crash,3,,Substantial,Yes,94,1,FTW FSS; 46U,"[{""title"": ""Aviation Safety Network entry for N101NX (Socata TBM700C2 near Alpine, WY)"", ""url"": ""https://aviation-safety.net/wikibase/548046"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-27""}, {""title"": ""NTSB Aviation Investigation Notification ANC25LA116 for N101NX"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/201756/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-09-27""}, {""title"": ""Local News 8: Three walk away uninjured after emergency plane landing near Alpine airport"", ""url"": ""https://localnews8.com/news/2025/09/29/three-walk-away-uninjured-after-emergency-plane-landing-near-alpine-airport/"", ""publisher"": ""Local News 8"", ""date"": ""2025-09-29""}]","[{""title"": ""Local News 8 Facebook post on the N101NX Alpine emergency landing"", ""url"": ""https://www.facebook.com/LocalNews8/posts/three-individuals-are-safe-and-uninjured-after-their-small-plane-made-an-emergen/1257955989708555/"", ""publisher"": ""Facebook"", ""date"": ""2025-09-29""}]",https://www.google.com/search?tbm=isch&q=N101NX+aircraft,actual_search,"N101NX crashed approximately 5 miles south-southeast of Alpine Airport, at 43.106426/-111.031133.",,TBM7,3,1,4/9/2026,4/9/2026,ANC25LA116,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/201756/pdf,https://www.google.com/search?tbm=isch&q=N101NX+aircraft,,No,False,False,6
9/29/2025,2025-09-28T23:00:00Z,9/28/2025,2300Z,EVERETT,WA,PAE,PAE,N435DC,LJ45,N435DC,Departure / climb,Possible engine fire / shutdown,4,,Unknown,Yes,102,1,PAE,[],[],https://www.google.com/search?tbm=isch&q=N435DC+aircraft,actual_search,N435DC (a Guardian Flight PART 91/no patients) returned to PAE due to possible engine fire and engine shutdown.,,LJ45,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N435DC+aircraft,,No,True,True,1
9/29/2025,2025-09-29T02:23:00Z,9/29/2025,0223Z,MERCED,CA,MCE,FTW FSS,N1181M,C172,N1181M,Taxi,Flat tire / steering issue,2,,Unknown,Yes,104,1,FTW FSS; MCE,[],[],https://www.google.com/search?tbm=isch&q=N1181M+aircraft,actual_search,"N1181M landed on RWY30, turned off on TWY Delta, but steering was difficult. The aircraft continued taxiing to TWY Alpha and had to turn onto TWY Echoe to stop. The pilot got out of the aircraft and found that the nose gear tire was flat.",,C172,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N1181M+aircraft,,No,True,True,1
9/30/2025,2025-09-01T21:30:00Z,9/1/2025,2130Z,FIREBAUGH,CA,F34,FTW FSS,N82003,CH7A,N82003,Landing,Ground loop,,,Unknown,Yes,109,1,FTW FSS; F34,[],[],https://www.google.com/search?tbm=isch&q=N82003+aircraft,actual_search,N82003 reported that it had a ground loop during landing after a high/fast approach.,,CH7A,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N82003+aircraft,,No,True,True,1
9/30/2025,2025-09-27T22:20:00Z,9/27/2025,2220Z,MORGAN,UT,42U,FSOC FSS,N9197C,C180,N9197C,Landing,Ground loop,4,,Unknown,Yes,108,1,FSOC FSS; 42U,[],[],https://www.google.com/search?tbm=isch&q=N9197C+aircraft,actual_search,N9197C encountered wind gust on landing which caused a ground loop.,,C180,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N9197C+aircraft,,No,True,True,1
9/30/2025,2025-09-29T18:10:00Z,9/29/2025,1810Z,LONGMONT,CO,LMO,FSOC FSS,N86326,AERONCA,N86326,En route / emergency landing,Engine failure / forced landing,2,,Substantial,Yes,105,1,FSOC FSS; LMO,[],[],https://www.google.com/search?tbm=isch&q=N86326+aircraft,actual_search,"N86326 landed in a field due to loss of engine approximately 8 miles northeast of LMO Airport. The aircraft’s landing gear collapsed, which caused a prop strike.",,AERO,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N86326+aircraft,,No,True,True,3
9/30/2025,2025-09-29T20:52:00Z,9/29/2025,2052Z,BOZEMAN,MT,BZN,BZN,N389LB,DA20,N389LB,Takeoff,Wheel / gear failure,2,,Minor,Yes,107,1,BZN,[],[],https://www.google.com/search?tbm=isch&q=N389LB+aircraft,actual_search,N389LB lost a nose wheel while departing from RWY12.,,DA20,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N389LB+aircraft,,No,True,True,1
9/30/2025,2025-09-29T23:00:00Z,9/29/2025,2300Z,KENAI,AK,ENA,ENA FSS,N3571T,TAYLORCRAFT,N3571T,Off-airport landing,Nose over / soft field,1,,Minor,Yes,106,1,ENA FSS; ENA,[],[],https://www.google.com/search?tbm=isch&q=N3571T+aircraft,actual_search,"N3571T landed off airport in the vicinity of ENA and sunk into a soft surface, causing the aircraft to nose over.",,TCRA,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N3571T+aircraft,,No,True,True,2
